srcFormName,srcFieldName,dstFieldNames,DMN_name,expression
Заявка на технологическое присоединение,RegistrIPDoc,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'IP'
Заявка на технологическое присоединение,RegistrIPDoc,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'IP'
Заявка на технологическое присоединение,HeadFirstName,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,CorpaddrReg,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Юридический адрес' : 'Адрес места регистрации'
Заявка на технологическое присоединение,CorpaddrReg,{'true'},,true
Заявка на технологическое присоединение,CorpaddrReg,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,DeviceAddrStroy,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,nameOrgGP,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.Code eq 'FL'
Заявка на технологическое присоединение,nameOrgGP,"{'empty', 'nameOrgGP'}",,!empty fields.nameOrgGP
Заявка на технологическое присоединение,fskExceptionLabel,"{'value', 'fields', 'id'}",,fields['Filial'].fields['Region'].value.id eq fields['Region'].id and fields['Filial'].fields['Organization'].value.fields['Code'].value eq 'fsk'
Заявка на технологическое присоединение,fskExceptionLabel,{'true'},,true
Заявка на технологическое присоединение,PaperSODocsList,"{'PaperSODocsNeed', 'view', 'true'}",,fields.PaperSODocsNeed eq true and view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,PaperSODocsList,"{'PaperSODocsNeed', 'view', 'true'}",,fields.PaperSODocsNeed eq true and view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,PaperSODocsList,"{'empty', 'PaperSODocsList'}",,!empty fields.PaperSODocsList
Заявка на технологическое присоединение,FactSupplyPower,"{'empty', 'ActualConnect', 'isSimpleTPScheme', 'true', 'FactSupplyPower', 'null'}",,!empty fields.FactSupplyPower ? FactSupplyPower : (fields.isSimpleTPScheme eq true ? fields.ActualConnect : null)
Заявка на технологическое присоединение,isApplRefuseActTP,"{'empty', 'ScanActTP', 'ScanActTP_User', '_Status', 'Login', 'securityDataProvider', 'true'}",,true or fields.Login eq securityDataProvider.loggedInUser.loginName and fields._Status eq 'ta09_ActsSigning' and ((!empty fields.ScanActTP and empty fields.ScanActTP_User))
Заявка на технологическое присоединение,isApplRefuseActTP,"{'dataObjectController', '_Status', 'Login', 'securityDataProvider', 'false'}",,(false and( fields.Login ne securityDataProvider.loggedInUser.loginName or fields._Status ne 'ScanActTP_User' )) or  (dataObjectController.instance.objectStatus.status.code eq 'ta10_ContractExecuted'  or dataObjectController.instance.objectStatus.status.code eq 'ta04_Canceled'  or dataObjectController.instance.objectStatus.status.code eq 'ta11_ContractTerminated' )
Заявка на технологическое присоединение,StreetaddrFact,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,StreetaddrFact,{'true'},,true
Заявка на технологическое присоединение,StreetaddrFact,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,StreetaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,InterestsUL,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,DateCompTechnical_Company,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,SubBox,{'false'},,false
Заявка на технологическое присоединение,isApplRefuseActTU,"{'empty', '_Status', 'Login', 'securityDataProvider', 'ScanActTU', 'true', 'ScanActTU_User'}",,true or fields.Login eq securityDataProvider.loggedInUser.loginName and fields._Status eq 'ta07_TUImplementationCheck' and ((!empty fields.ScanActTU and empty fields.ScanActTU_User))
Заявка на технологическое присоединение,isApplRefuseActTU,"{'dataObjectController', '_Status', 'Login', 'securityDataProvider', 'false'}",,(false and( fields.Login ne securityDataProvider.loggedInUser.loginName or fields._Status ne 'ta07_TUImplementationCheck' )) or  (dataObjectController.instance.objectStatus.status.code eq 'ta10_ContractExecuted'  or dataObjectController.instance.objectStatus.status.code eq 'ta04_Canceled'  or dataObjectController.instance.objectStatus.status.code eq 'ta11_ContractTerminated' )
Заявка на технологическое присоединение,IndexaddrFact,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,IndexaddrFact,{'true'},,true
Заявка на технологическое присоединение,IndexaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,SignDocNum,"{'fields', 'true'}",,fields['SignFL'] eq true or fields['SignUL'] eq true
Заявка на технологическое присоединение,SignDocNum,"{'fields', 'true'}",,fields['SignFL'] eq true or fields['SignUL'] eq true
Заявка на технологическое присоединение,buttonSaveApplication,"{'empty', 'fields'}",,!empty fields['p_TypeTP']
Заявка на технологическое присоединение,ClientId_Branch,{'false'},,false
Заявка на технологическое присоединение,ScanDogovorCL,"{'empty', 'ScanDogovor', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser and !empty fields.ScanDogovor
Заявка на технологическое присоединение,ScanDogovorCL,"{'empty', 'ScanDogovor', 'securityDataProvider', 'p_ContractTransferType'}",,securityDataProvider.hasRole('tehprisEE_User') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDogovor and !securityDataProvider.hasRole('admin')
Заявка на технологическое присоединение,ScanDogovorCL,"{'empty', 'ScanDogovor', 'dashboardContext', 'dataObjectController', 'securityDataProvider', 'p_ContractTransferType'}",,(!(dataObjectController.instance.objectStatus.status.code eq 'ta05_ContractOnReviewApplicant' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDogovor and( dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP') ))) or (securityDataProvider.hasRole('tehprisEE_GpWork') or securityDataProvider.hasRole('tehprisEE_GpAdmin'))
Заявка на технологическое присоединение,date_ogrn_UL,{'ApplicantType'},,fields.ApplicantType.Code eq 'UL'
Заявка на технологическое присоединение,Houseaddr,{'true'},,true
Заявка на технологическое присоединение,Houseaddr,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,Houseaddr,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,IdAppealDZO,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,ToleranceDate,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,ddl,{'securityDataProvider'},,!securityDataProvider.hasRole('tehprisEE_User') or securityDataProvider.hasRole('admin')
Заявка на технологическое присоединение,DeviceAddrIndex,"{'securityDataProvider', 'null'}",,securityDataProvider.hasRole('tehprisEE_User') ? '999999' : null
Заявка на технологическое присоединение,DeviceAddrIndex,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,DeviceAddrIndex,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,(fields['p_DeviceAddrMatchWith'].Code eq '32886') and (fields.DeviceAddrNotFound ne true)
Заявка на технологическое присоединение,NetworkContractDoc,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32898'
Заявка на технологическое присоединение,NetworkContractDoc,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32898'
Заявка на технологическое присоединение,AddressLabel,"{'Code', 'fields'}",,fields['p_DeviceAddrMatchWith'].Code eq '32923' or fields['p_DeviceAddrMatchWith'].Code eq '32925' or fields['p_DeviceAddrMatchWith'].Code eq '32924' or fields['p_DeviceAddrMatchWith'].Code eq '32926' or fields['p_DeviceAddrMatchWith'].Code eq '32927'
Заявка на технологическое присоединение,ContractTransferPlanDate,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,HeadLastName,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,#{fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'},"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,#{fields.ApplicantType.value.fields.Code eq 'UL' ? 'Юридический адрес' : 'Адрес места регистрации'},"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Юридический адрес' : 'Адрес места регистрации'
Заявка на технологическое присоединение,RegionaddrFactRef,{'securityDataProvider'},,securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')
Заявка на технологическое присоединение,invoiceTP,{'securityDataProvider'},,!securityDataProvider.hasRole('tehprisEE_ZayavkaTP')
Заявка на технологическое присоединение,HouseaddrFact,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,HouseaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,RegionaddrRef,{'securityDataProvider'},,securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')
Заявка на технологическое присоединение,RegionaddrRef,"{'empty', 'securityDataProvider', 'id'}",,!((empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,DZO,"{'empty', 'securityDataProvider', 'id'}",,securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')  or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and !securityDataProvider.hasRole('admin') and empty fields.id
Заявка на технологическое присоединение,RegionaddrReg,{'securityDataProvider'},,!securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')
Заявка на технологическое присоединение,RegionaddrReg,"{'empty', 'securityDataProvider', 'id'}",,!((empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))) and empty fields.id
Заявка на технологическое присоединение,RegionaddrFact,{'securityDataProvider'},,!securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')
Заявка на технологическое присоединение,emailAddress,"{'empty', 'email', 'emailAddress', 'securityDataProvider', 'id', 'sessionContext'}",,!empty fields.emailAddress or !empty fields.id ? fields.emailAddress : ( empty securityDataProvider.loggedInUser ? sessionContext.get('emailAddressAcc') : !securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') ? securityDataProvider.loggedInUser.email : !empty sessionContext.get('accession_user') ? sessionContext.get('accession_user').email : sessionContext.get('emailAddressAcc') )
Заявка на технологическое присоединение,SignFirstName,"{'fields', 'true'}",,fields['SignFL'] eq true or fields['SignUL'] eq true
Заявка на технологическое присоединение,StreetaddrReg,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,StagesTP,"{'Code', 'securityDataProvider', 'fields'}",,!securityDataProvider.hasRole('tehprisEE_ZayavkaTP') and fields['p_TypeTP'].Code eq '32880'
Заявка на технологическое присоединение,Regionaddr,{'securityDataProvider'},,!securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')
Заявка на технологическое присоединение,HouseaddrReg,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,cBuildingaddr,"{'empty', 'securityDataProvider', 'sessionContext'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')  or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty sessionContext.get('accession_user'))
Заявка на технологическое присоединение,_region,{'securityDataProvider'},,securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')
Заявка на технологическое присоединение,_region,"{'empty', 'securityDataProvider', 'id'}",,!((empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,Houseaddr,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')  or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,Houseaddr,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')and empty fields.id)
